CID,MEAN_INTENSITY/STRENGTH,STD_INTENSITY/STRENGTH,MEAN_VALENCE/PLEASANTNESS,STD_VALENCE/PLEASANTNESS,MEAN_BAKERY,STD_BAKERY,MEAN_SWEET,STD_SWEET,MEAN_FRUIT,STD_FRUIT,MEAN_FISH,STD_FISH,MEAN_GARLIC,STD_GARLIC,MEAN_SPICES,STD_SPICES,MEAN_COLD,STD_COLD,MEAN_SOUR,STD_SOUR,MEAN_BURNT,STD_BURNT,MEAN_ACID,STD_ACID,MEAN_WARM,STD_WARM,MEAN_MUSKY,STD_MUSKY,MEAN_SWEATY,STD_SWEATY,MEAN_AMMONIA/URINOUS,STD_AMMONIA/URINOUS,MEAN_DECAYED,STD_DECAYED,MEAN_WOOD,STD_WOOD,MEAN_GRASS,STD_GRASS,MEAN_FLOWER,STD_FLOWER,MEAN_CHEMICAL,STD_CHEMICAL
8180,53.0612,35.5899,24.0833,21.639,0.0208,0.1443,2.4375,10.2291,0.6875,4.618,0.3125,2.0228,3.7708,12.7917,4.5417,12.8559,1.375,6.778,14.3125,25.2183,11.2292,26.9082,11.4583,22.1964,5.5208,16.1298,21.875,30.2237,10.7083,24.246,13.2917,27.3581,2.5833,8.6758,7.7083,21.6824,0,0,1.1042,5.5014,26.4583,29.2545
8205,20.1224,28.9026,43.5517,25.5728,6.3448,20.8074,10.8621,16.9447,0.9655,3.3751,0,0,3.5172,13.1546,3.6207,12.1726,6.6897,20.4906,5.2069,16.365,6.5862,23.5744,3.0345,9.128,3.931,11.0516,5.7241,11.6156,2.2759,9.2346,3.931,12.6546,3.2414,11.5964,4.5172,13.9607,0,0,7.1034,19.0326,7.1034,22.286
8294,19.2041,28.254,55.1667,22.1983,0,0,10.9333,21.9214,5.7,15.3738,1.4,7.6681,3.1667,13.9162,3.3667,12.0387,2.3667,9.0914,8.3,17.3467,1.6,7.5503,3.6667,10.5808,2.1,8.7901,4.6667,13.5299,4.1,12.8099,1,5.2915,2,8.6383,5.7,17.9639,8.7333,19.955,7.8333,23.3564,4,13.4933
8452,44.5918,35.184,29.4286,24.7285,1.7959,9.2014,4.1224,15.612,1.9592,13.5692,0.2857,1.8597,1.2449,8.5696,2.2857,10.2551,8.9388,25.0203,8.0816,24.974,5.5306,14.4512,25,33.8815,5.6939,21.7976,13.5306,27.19,5.551,19.0034,11.1224,29.4099,3.0816,12.0845,4.0816,16.2312,0.449,3.0004,0.4082,2.7151,49.102,42.2706
8467,73.5918,24.1367,84.4898,19.35,44.8163,40.0061,63.7755,37.1064,5.0612,16.1612,0.0204,0.1429,0.0204,0.1429,6.5714,22.0549,0.0408,0.1999,2.102,11.5871,0.9592,4.659,1.0408,5.7553,14.4286,27.1769,1.551,7.1065,0.0204,0.1429,0.7755,5.2847,0.2245,1.4327,0.0204,0.1429,0.6327,4.2851,9.0408,22.4898,0.7755,3.732
8615,3.6939,10.6521,56.3,23.6992,2.1,7.9576,22.825,28.437,6.025,19.4877,0.7,4.4272,0.825,5.2178,6.325,15.6244,3.45,14.5795,3.675,11.164,2.05,8.0732,4.35,12.0587,9.775,21.798,6.225,15.0478,1.975,9.4854,1.35,5.7671,1.9,9.3117,0.425,2.0367,2.625,10.167,18.35,31.7244,11.6,26.0766
9024,21.2041,29.5966,51.6458,30.9306,0.8125,4.5647,17.7292,26.6169,10.4167,24.4147,1.8333,9.2122,0.7917,3.7471,10.6875,23.1417,4.1875,15.4323,5.4792,16.7675,0.8333,5.6279,6.6875,18.6287,7.2708,19.9507,3.2917,11.4129,0.6875,4.618,8.1042,22.4293,0.4792,2.9099,4.1667,13.4881,10.3958,26.026,20.7917,34.0219,16,27.6936
10722,79.3469,19.4792,50.0816,28.6559,9.3878,26.1883,31.4286,36.782,10.8571,24.1324,0.2653,1.8571,0.4898,2.6935,10.0204,20.9687,6.5714,19.515,5.4286,14.1126,1.5714,5.6458,6.1837,15.2092,6.8367,16.9403,4.0816,11.306,1.5306,6.7642,3.1633,10.2069,2.0408,6.7514,0.6939,3.8633,1.898,6.9229,11.7143,26.0552,23.551,29.6079
11124,28.0408,30.4384,58.1892,26.1394,2.8108,9.3001,19.5405,30.4591,1.7568,7.143,1.0541,6.2448,3.3784,16.5703,13.3243,27.6416,3.9459,14.2126,6,16.0278,8.5676,21.8931,3.7027,10.4426,4.6486,15.1497,8.4865,21.9603,4.5405,16.079,4.3243,13.4082,1.8649,6.6339,5.1622,13.8193,3.8108,14.9978,3.3514,11.9704,11.4595,23.3982
11419,74.0816,25.9043,31.8125,23.5378,0.125,0.866,2.4583,7.7897,2.5833,14.6343,0.4583,2.3059,2,8.7007,3.2917,11.7527,6.8333,22.6888,6.75,16.145,7.2083,19.4476,15.4375,28.2383,1.9375,7.4531,4.4375,12.5578,1.5208,5.9394,11.7708,25.8426,7.9792,21.2948,4.0833,14.858,0.2292,1.1155,3.3958,10.0947,46.8542,36.5682
12206,60.2653,28.6333,43.8,31.5642,0.7556,4.9182,21.1333,31.6563,14.9111,26.9172,0.8222,3.3662,2.6667,10.8439,1.5778,6.4013,1.9333,11.3906,17.4667,31.0949,1.2667,5.9215,7.9111,19.5771,4.3778,12.7106,13.7556,27.363,5.7333,18.2014,7.1556,20.4428,13.0667,29.4042,1.1333,7.4517,2.9111,13.2782,7.1556,19.074,12.3778,23.4504
12348,56.5102,35.8963,59.7381,31.4899,5.9524,17.9565,36.7381,37.354,20.4762,34.6186,1.4048,8.9472,0.2857,1.7006,5.881,17.6955,6.2619,21.5033,7.5952,16.8972,5.3333,15.6512,2.6905,9.1265,4.3333,16.5628,3.1429,8.4754,1.8571,8.4581,1.7143,8.7771,3.5,15.4292,0.0238,0.1543,9.4524,25.7438,14.619,31.8142,15.7619,30.4573
12748,51.2449,34.4774,30.1163,25.9397,0.0233,0.1525,3.4186,10.9484,0.0233,0.1525,5.7674,19.5178,10.3953,21.6544,13.9767,22.9819,1.8605,7.3146,11,27.1837,18.3721,32.3971,7.6047,15.0746,8.3953,20.0382,10.8372,25.9578,7.5349,18.2265,4.8837,13.2812,7.5814,21.8515,5.907,18.7259,2.6047,12.4979,0.0233,0.1525,9.7907,21.0278
13187,50.7755,28.9937,60.3636,23.7056,3.3636,12.3798,30.1364,33.6415,17.3182,31.7774,0.4545,2.7148,0.0455,0.2107,4.7955,13.8322,3.8864,16.2398,6.7045,14.8787,0.7955,3.8312,7.6591,17.9352,2.8409,10.1132,1.1591,4.5441,0.5682,2.4815,3.9318,13.9657,1.1364,5.4925,2.3864,12.0623,1.5682,5.9078,12.5682,26.5333,14.2727,24.5142
13204,39.9184,33.9109,44.425,23.6718,4.45,15.4985,8.375,14.9798,0.95,4.5118,1.65,8.6988,1.15,4.0291,7.525,21.3109,2.55,10.7559,3.45,11.7952,6.425,18.9045,3.6,8.9895,11.4,18.3887,1.2,5.4453,2.825,9.9483,6.05,18.8828,2.35,6.8596,4.375,12.5692,3.475,10.2357,2.6,9.7581,11.85,21.4698
13216,48.1837,32.3649,47.0682,26.4095,1.5,9.7968,14.8182,26.1634,2.0455,7.9824,0.75,4.823,0.0227,0.1508,7.1136,17.8028,3.8409,16.0101,5.3864,16.4603,2.1591,9.1903,4.4545,12.798,3.7955,11.3948,11.7955,22.1197,1.8864,6.7796,3.2727,9.4779,7.4545,21.1599,6.9318,20.6965,6.4545,17.4842,18.9318,33.8137,15.7273,26.5526
13436,55.6122,30.8429,24.8864,21.1068,2,10.3182,1.2727,6.4425,0.9091,5.5858,9.3636,26.0189,8.7955,20.6956,7.3182,19.6892,0.3636,1.9777,7.4091,16.29,11.7955,23.2325,8.0455,17.2801,7.2273,19.1249,11.1364,23.5477,5.8636,18.0253,7.5909,21.3131,11.4545,23.4932,2.0682,7.7921,1.4773,8.5194,0.3182,1.4105,12.25,24.5396
14328,13.5102,25.6565,40.25,26.3701,4.2083,14.1391,9.3958,18.9352,1.5417,10.5346,0.75,4.1024,1.75,6.3128,4.6458,13.7585,0.25,1.5912,9.9792,19.6463,8.3958,20.9556,4.1667,12.2446,7.6667,17.3626,10.9167,21.2751,3.7083,11.5426,7.875,19.4473,6.9792,21.2748,9.25,22.6222,5.4583,21.2252,4.2708,16.4766,16.9792,29.7189
15606,50.3878,31.1226,59.5581,22.5233,4.6512,17.4259,30.9302,31.7598,17.8605,29.6532,1.2326,6.3239,1.4884,9.605,5.0465,14.6401,4.6512,15.0853,4.4651,12.9713,2.6512,9.4463,0.3488,2.1368,2.2558,10.3282,5.6047,17.4262,1.8837,8.6553,2.2558,10.1021,2.3023,10.4392,1.4651,9.4525,4.2326,15.7538,9.7674,20.3526,8,19.27
22386,34.9388,36.5031,33.8857,25.1545,0.4857,2.8735,3.7429,11.5181,1.9429,8.9408,0.1714,1.0142,3.9143,13.7592,7.3714,21.6674,6.5429,16.1961,6.1429,13.7523,2.8286,8.5388,7.7429,18.6379,0.9143,4.1329,10.1429,24.1358,5.0286,15.5365,8.5143,22.5563,5.2286,14.3057,1.1143,3.2609,2.8286,11.9865,0.7429,2.8007,25.1429,36.7288
24020,75.6327,17.5377,75.0816,23.8998,4.8367,13.6723,57.2857,36.5707,43.8367,38.9002,0.0612,0.3168,0.0816,0.4489,3.3061,14.7312,2.7959,10.9525,6.7755,17.8655,0.3265,2.004,2.4082,11.979,7.449,20.568,0.6531,2.3501,0.0612,0.3168,0.8571,5.7118,0.3061,1.6228,0.6531,4.2844,1.9796,8.1125,12.3469,22.3314,5.2857,13.0624
24473,38.1633,30.8972,39.0408,25.1595,1.1224,6.0849,13.4286,28.8668,8.0408,22.4675,0.0204,0.1429,2.2041,11.8918,7.5102,18.5822,11.1429,26.3075,5.2041,14.195,1.3061,6.1346,11.5306,26.6662,5.8367,15.8697,4.6939,16.9401,0.2041,1.2907,10.6122,23.3896,5.2041,18.7149,5.1837,17.6938,6.3469,21.6117,8.5102,24.0114,34.3061,38.6179
31210,52.7347,31.4952,44.5625,26.9214,1.2917,8.9489,16.3958,28.1906,5.8542,18.1108,0.8333,5.7735,2.9167,11.2284,8.3542,19.0983,3.0208,9.2702,6.0833,16.7863,4.625,13.6501,5.8333,17.0535,6.3333,18.1464,11.3542,25.0722,3,10.4454,10.1458,23.0374,4.4375,18.5311,0.9167,5.1067,2.9792,10.4097,12.5625,27.7465,9.6042,18.5332
31266,57.5918,28.5335,71.9375,21.9704,4.3958,13.6237,42.5208,37.9041,39.8333,38.0986,0.0208,0.1443,0.0208,0.1443,2.0625,7.9584,5.3333,16.8363,4.8542,15.4658,1,5.8382,1,3.7925,5.7708,18.7404,3.2917,13.7654,1.7917,8.5948,0.0208,0.1443,1.2292,8.3698,0.0208,0.1443,1.875,6.3199,12.2292,23.1298,9.4167,22.7305
33032,10.4898,21.2555,38,22.9535,3.5526,15.4687,0.8158,3.5781,0.0526,0.3244,0.3421,2.1089,2,9.464,3.9474,13.7996,5.7895,19.1835,4.8947,14.254,5.9211,18.5653,12.1053,25.5097,2.7632,14.2742,7.9737,17.8938,1.3684,5.7489,10.1316,24.3856,2.9211,9.0116,7.5526,19.8027,2.1579,9.3042,2.1579,11.093,26.9474,35.1229
61024,18.3265,25.3939,55.5333,21.8375,3.8667,13.467,14.8333,28.8851,1.8667,6.0898,0.0333,0.1826,1.5333,8.2116,3.1667,12.1714,2.5,12.7705,3.5667,11.7699,1.0667,4.1016,3.9,14.2135,3.4667,12.8459,8.5667,17.1679,2.1333,8.1144,2.6333,9.1179,0.0333,0.1826,3,8.952,7.5333,21.3068,14.9,32.0435,7.4667,16.7409
61151,34.6327,34.6312,47.4,26.6173,2,9.4433,17.6286,30.9555,6.9143,20.754,1,5.9161,0,0,5.9143,17.9384,5.4286,20.0342,4.5143,17.2002,4.2,12.5576,10.2857,23.3409,2.9429,11.6264,2.4286,7.0806,1.7714,6.6292,6.6571,18.9192,2.2571,6.6965,5.1143,19.651,0.2857,1.6903,5.9429,16.9392,20.1429,27.1175
61155,71.551,23.7233,38.7447,26.9915,3.3617,13.9478,10.4468,23.4528,3.3191,13.2339,1.0213,7.0015,1.8723,8.5175,7.0213,20.0331,5.8298,15.2676,4.2979,12.6249,12.8511,23.3219,9.4255,18.5832,8.8085,20.7832,9.3191,19.2931,1.7234,7.0393,5.1702,16.6137,8.3404,22.5825,9.3191,23.8109,2.5745,14.81,3.0426,11.6953,25.4468,31.5345
61177,58.0408,30.8734,50.2979,28.6758,1.9362,10.0594,14.6383,25.5797,9.8511,24.019,0.617,3.7968,2.8298,12.8458,0.4043,1.7651,1.6809,5.8944,2.766,11.2698,4.5745,18.2253,10.4043,23.3617,5.7021,14.822,3.6383,14.3851,0.4468,2.3939,10.0213,24.6378,0.9574,5.7178,3.6596,14.8181,1.5319,4.7724,4.0426,10.3566,28.4468,36.306
61252,85.8571,20.662,23.1633,26.4877,3.7551,14.9576,1.2449,6.4016,0.0204,0.1429,14.9388,30.4531,38.2857,42.2073,17.4082,29.0588,0.9796,6.2898,10.9388,23.1439,18.6531,32.5394,2.6531,7.3557,5,17.0453,12.0816,28.2089,4.9388,20.2128,4,14.5115,17.6735,32.375,2.9796,14.7443,1.8163,8.2479,0.6122,2.4223,12.5714,23.237
61771,54.1429,31.0758,49.0625,29.9442,1.1042,7.5039,16.7083,27.7573,3.875,15.5285,0.0208,0.1443,0.0208,0.1443,12.0625,24.0968,11.5417,26.8018,3.0417,8.0898,3.5833,12.6522,9.0833,21.3161,5.3125,13.024,4.75,16.796,1,6.7823,6.6458,18.7282,2.2917,11.6673,2.4375,10.6968,5.5625,16.2244,9.8542,25.6598,35.9583,37.5839
62572,49.4286,35.8295,75.6098,17.5441,25.7561,37.6349,57.3659,34.5643,16.1463,29.0728,0,0,0,0,9,22.2553,5.8293,19.8506,2,12.8062,1.9512,12.4939,1.3171,8.4334,18.2927,31.6664,0.1463,0.7925,0.561,3.592,0,0,1.1463,7.3402,0.439,2.2254,1.6829,6.8791,14.7561,26.578,6.2683,18.5634
520108,75.6735,27.2912,47.3261,31.7896,16.6739,30.7687,8.413,21.3953,0.2609,1.6253,0.1522,0.6656,5.8043,19.1133,12.5,26.6448,3.5435,16.5418,7.3913,23.1732,18.3261,30.9329,3.1739,13.7523,11.413,23.0126,11.3261,25.2631,5.413,19.7884,4.8043,17.6416,6.1522,22.3288,7.5,23.1917,0.7609,5.0119,0.5217,3.3911,5.2609,16.4471
638024,6.3469,17.8495,52.0426,26.4098,15.7234,30.2013,18.1489,32.3305,1.8085,8.6669,1.3191,6.2244,2.5957,10.0966,12.383,28.3561,2.1915,8.4201,2.6809,9.0484,6.1277,18.9744,1.6809,7.9649,8.3617,17.321,1.9787,8.0203,0.3404,2.046,0.0426,0.204,1.8085,8.8922,7.3617,22.9569,1.3404,6.3255,3.7447,13.3065,5.7234,18.0358
641256,35.8571,32.9874,49.1053,23.4311,1.4737,4.8754,6.8684,17.1136,4.4211,17.3729,0.3947,2.4333,3.1842,12.9131,14.9737,23.9464,5.8947,19.7043,6,18.1227,6.3421,19.1724,4.5263,14.3164,6,17.2423,5.9211,13.2142,3.7368,13.1225,3.9474,14.5508,4.6579,15.1645,5.6053,14.9712,7.4737,22.9991,1.2368,4.4505,9.4737,19.6836
778574,37.0408,36.7695,43.25,29.6867,1.8333,7.664,16.0833,27.4295,5.4792,15.4727,0.1042,0.5921,1.0417,7.0709,6.0625,15.6605,2.3958,7.0703,9.5208,20.1632,3.3542,10.3502,6.6042,18.3798,8.0208,20.3287,11.9792,24.192,6.2917,18.7446,4.5,16.2716,6.7292,19.4069,0.9583,5.3909,4.1875,17.7076,8.5625,22.7268,12.4792,23.3603
1549778,32.898,32.568,39.6053,23.5413,0.9474,4.8932,6,15.08,2.7895,8.4985,2.7105,10.654,4.2895,15.8539,2.3684,7.8857,3.5263,15.2913,16.9211,28.4998,3.7368,14.8719,7.5,20.0213,4.2895,13.0548,11.1842,23.9096,10.7895,26.7805,7.1579,19.73,3.1316,16.2251,4.0263,12.4997,6.9474,21.1238,3.0789,10.7235,13.8421,22.4012
1550470,73.4898,20.3666,36.0417,26.6945,0.0417,0.2019,6.9375,17.6556,5.5625,20.3092,0.2917,1.8789,4.4167,16.8761,7,19.221,3.5625,13.0513,14.2708,28.3089,4.6458,15.5884,11.5833,18.8192,2.6667,12.5093,13.4167,26.0897,10.9375,25.4353,4.7708,13.6261,2.875,10.4569,1.8958,9.5966,0.8333,4.5957,2,8.5776,31.8958,34.2986
